ID,GM Program,GM Percussion Note,Default MIDI Channel,Score Order,Allowed Clefs,Standard Clef,Transposition,Playable Range,Comfortable Range,Long Name,Short Name,Sibelius Name
metal.anvil,,,,4,perc,perc,C4,,,,,
metal.babendil,,,,4,perc,perc,C4,,,,,
metal.bells.agogo,,"67,68",,4,perc,perc,C4,,,,,
metal.bells.almglocken,,,,4,perc,perc,C4,,,,,
metal.bells.bell-plate,,,,4,perc,perc,C4,,,,,
metal.bells.bell-tree,,,,4,perc,perc,C4,,,,,
metal.bells.carillon,,,,4,perc,perc,C4,,,,,
metal.bells.chimes,,,,4,perc,perc,C4,,,,,
metal.bells.chimta,,,,4,perc,perc,C4,,,,,
metal.bells.chippli,,,,4,perc,perc,C4,,,,,
metal.bells.church,,,,4,perc,perc,C4,,,,,
metal.bells.cowbell,,56,,4,perc,perc,C4,,,,,
metal.bells.dawuro,,,,4,perc,perc,C4,,,,,
metal.bells.gankokwe,,,,4,perc,perc,C4,,,,,
metal.bells.ghungroo,,,,4,perc,perc,C4,,,,,
metal.bells.hatheli,,,,4,perc,perc,C4,,,,,
metal.bells.jingle-bell,,,,4,perc,perc,C4,,,,,
metal.bells.khartal,,,,4,perc,perc,C4,,,,,
metal.bells.mark-tree,,,,4,perc,perc,C4,,,,,
metal.bells.sistrum,,,,4,perc,perc,C4,,,,,
metal.bells.sleigh-bells,,,,4,perc,perc,C4,,,,,
metal.bells.temple,,,,4,perc,perc,C4,,,,,
metal.bells.tibetan,,,,4,perc,perc,C4,,,,,
metal.bells.tinklebell,113,,,4,perc,perc,C4,,,,,
metal.bells.trychel,,,,4,perc,perc,C4,,,,,
metal.bells.wind-chimes,,,,4,perc,perc,C4,,,,,
metal.bells.zills,,,,4,perc,perc,C4,,,,,
metal.berimbau,,,,4,perc,perc,C4,,,,,
metal.brake-drums,,,,4,perc,perc,C4,,,,,
metal.crotales,,,,4,perc,perc,C6,,,Crotales,,
metal.cymbal.bo,,,,4,perc,perc,C4,,,,,
metal.cymbal.ceng-ceng,,,,4,perc,perc,C4,,,,,
metal.cymbal.chabara,,,,4,perc,perc,C4,,,,,
metal.cymbal.chinese,,,,4,perc,perc,C4,,,,,
metal.cymbal.ching,,,,4,perc,perc,C4,,,,,
metal.cymbal.clash,,,,4,perc,perc,C4,,,,,
metal.cymbal.crash,,"49,57",,4,perc,perc,C4,,,,,
metal.cymbal.finger,,,,4,perc,perc,C4,,,,,
metal.cymbal.hand,,,,4,perc,perc,C4,,,,,
metal.cymbal.kesi,,,,4,perc,perc,C4,,,,,
metal.cymbal.manjeera,,,,4,perc,perc,C4,,,,,
metal.cymbal.reverse,120,,,4,perc,perc,C4,,,,,
metal.cymbal.ride,,"51,59,53",,4,perc,perc,C4,,,,,
metal.cymbal.sizzle,,,,4,perc,perc,C4,,,,,
metal.cymbal.splash,,55,,4,perc,perc,C4,,,,,
metal.cymbal.suspended,,,,4,perc,perc,C4,,,,,
metal.cymbal.tebyoshi,,,,4,perc,perc,C4,,,,,
metal.cymbal.tibetan,,,,4,perc,perc,C4,,,,,
metal.cymbal.tingsha,,,,4,perc,perc,C4,,,,,
metal.flexatone,,,,4,perc,perc,C4,,,,,
metal.gong,,,,4,perc,perc,C4,,,,,
metal.gong.ageng,,,,4,perc,perc,C4,,,,,
metal.gong.agung,,,,4,perc,perc,C4,,,,,
metal.gong.chanchiki,,,,4,perc,perc,C4,,,,,
metal.gong.chinese,,52,,4,perc,perc,C4,,,,,
metal.gong.gandingan,,,,4,perc,perc,C4,,,,,
metal.gong.kempul,,,,4,perc,perc,C4,,,,,
metal.gong.kempyang,,,,4,perc,perc,C4,,,,,
metal.gong.ketuk,,,,4,perc,perc,C4,,,,,
metal.gong.kkwenggwari,,,,4,perc,perc,C4,,,,,
metal.gong.luo,,,,4,perc,perc,C4,,,,,
metal.gong.singing,,,,4,perc,perc,C4,,,,,
metal.gong.thai,,,,4,perc,perc,C4,,,,,
metal.guira,,,,4,perc,perc,C4,,,,,
metal.hang,,,,4,perc,perc,C4,,,,,
metal.hi-hat,,"42,44,46",,4,perc,perc,C4,,,,,
metal.jaw-harp,,,,4,perc,perc,C4,,,,,
metal.kengong,,,,4,perc,perc,C4,,,,,
metal.murchang,,,,4,perc,perc,C4,,,,,
metal.musical-saw,,,,4,perc,perc,C4,,,,,
metal.singing-bowl,,,,4,perc,perc,C4,,,,,
metal.spoons,,,,4,perc,perc,C4,,,,,
metal.steel-drums,115,,,4,perc,perc,C4,,,,,
metal.tamtam,,,,4,perc,perc,C4,,,,,
metal.thundersheet,,,,4,perc,perc,C4,,,,,
metal.triangle,,"80,81",,4,perc,perc,C4,,,,,
metal.washboard,,,,4,perc,perc,C4,,,,,
rattle.afoxe,,,,4,perc,perc,C4,,,,,
rattle.birds,,,,4,perc,perc,C4,,,,,
rattle.cabasa,,69,,4,perc,perc,C4,,,,,
rattle.caxixi,,,,4,perc,perc,C4,,,,,
rattle.cog,,,,4,perc,perc,C4,,,,,
rattle.ganza,,,,4,perc,perc,C4,,,,,
rattle.hosho,,,,4,perc,perc,C4,,,,,
rattle.jawbone,,,,4,perc,perc,C4,,,,,
rattle.kayamba,,,,4,perc,perc,C4,,,,,
rattle.kpoko-kpoko,,,,4,perc,perc,C4,,,,,
rattle.lava-stones,,,,4,perc,perc,C4,,,,,
rattle.maraca,,70,,4,perc,perc,C4,,,,,
rattle.rain-stick,,,,4,perc,perc,C4,,,,,
rattle.ratchet,,,,4,perc,perc,C4,,,,,
rattle.rattle,,,,4,perc,perc,C4,,,,,
rattle.shaker,,,,4,perc,perc,C4,,,,,
rattle.shaker.egg,,,,4,perc,perc,C4,,,,,
rattle.shekere,,,,4,perc,perc,C4,,,,,
rattle.sistre,,,,4,perc,perc,C4,,,,,
rattle.televi,,,,4,perc,perc,C4,,,,,
rattle.vibraslap,,58,,4,perc,perc,C4,,,,,
rattle.wasembe,,,,4,perc,perc,C4,,,,,
wood.agogo-block,114,,,4,perc,perc,C4,,,,,
wood.agung-a-tamlang,,,,4,perc,perc,C4,,,,,
wood.ahoko,,,,4,perc,perc,C4,,,,,
wood.bones,,,,4,perc,perc,C4,,,,,
wood.castanets,,,,4,perc,perc,C4,,,,,
wood.claves,,75,,4,perc,perc,C4,,,,,
wood.drum-sticks,,,,4,perc,perc,C4,,,,,
wood.gourd,,,,4,perc,perc,C4,,,,,
wood.granite-block,,,,4,perc,perc,C4,,,,,
wood.guban,,,,4,perc,perc,C4,,,,,
wood.guiro,,"73,74",,4,perc,perc,C4,,,,,
wood.hyoushigi,,,,4,perc,perc,C4,,,,,
wood.ipu,,,,4,perc,perc,C4,,,,,
wood.jam-block,,,,4,perc,perc,C4,,,,,
wood.kaekeeke,,,,4,perc,perc,C4,,,,,
wood.kagul,,,,4,perc,perc,C4,,,,,
wood.kalaau,,,,4,perc,perc,C4,,,,,
wood.kashiklar,,,,4,perc,perc,C4,,,,,
wood.kubing,,,,4,perc,perc,C4,,,,,
wood.pan-clappers,,,,4,perc,perc,C4,,,,,
wood.sand-block,,,,4,perc,perc,C4,,,,,
wood.slapstick,,,,4,perc,perc,C4,,,,,
wood.stir-drum,,,,4,perc,perc,C4,,,,,
wood.temple-block,,,,4,perc,perc,C4,,,,,
wood.tic-toc-block,,,,4,perc,perc,C4,,,,,
wood.tonetang,,,,4,perc,perc,C4,,,,,
wood.wood-block,116,"76,77",,4,perc,perc,C4,,,,,
pitched-percussion.angklung,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.balafon,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.bell-lyre,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.bells,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.bianqing,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.bianzhong,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.bonang,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.cimbalom,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.crystal-glasses,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.dan-tam-thap-luc,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.fangxiang,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.gandingan-a-kayo,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.gangsa,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.gender,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.giying,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.glass-harmonica,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.glockenspiel,10,,,4.1,treble,treble,C6,,,Glockenspiel,,
pitched-percussion.glockenspiel.alto,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.glockenspiel.soprano,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.gyil,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.hammer-dulcimer,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.handbells,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.kalimba,109,,,4.1,treble,treble,C4,,,,,
pitched-percussion.kantil,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.khim,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.kulintang,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.kulintang-a-kayo,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.kulintang-a-tiniok,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.likembe,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.luntang,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.marimba,13,,,4.1,treble,treble,C4,,,Marimba,,
pitched-percussion.marimba.bass,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.mbira,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.mbira.array,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.metallophone,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.metallophone.alto,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.metallophone.bass,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.metallophone.soprano,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.music-box,11,,,4.1,treble,treble,C4,,,Music Box,,
pitched-percussion.pelog-panerus,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.pemade,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.penyacah,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.ranat.ek,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.ranat.ek-lek,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.ranat.thum,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.ranat.thum-lek,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.reyong,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.sanza,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.saron-barung,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.saron-demong,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.saron-panerus,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.slendro-panerus,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.slentem,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.tsymbaly,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.tubes,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.tubular-bells,15,,,4.1,treble,treble,C4,,,Tubular Bells,,
pitched-percussion.vibraphone,12,,,4.1,treble,treble,C4,F3-F6,,Vibraphone,,
pitched-percussion.xylophone,14,,,4.1,treble,treble,C4,,,Xylophone,,
pitched-percussion.xylophone.alto,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.xylophone.bass,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.xylophone.soprano,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.xylorimba,,,,4.1,treble,treble,C4,,,,,
pitched-percussion.yangqin,,,,4.1,treble,treble,C4,,,,,
keyboard.accordion,22,,,5,"treble,bass","treble,bass",C4,,,Accordion,,
keyboard.bandoneon,24,,,5,"treble,bass","treble,bass",C4,,,Bandoneon,,
keyboard.celesta,9,,,5,"treble,bass","treble,bass",C4,C2-C7,,Celesta,,
keyboard.clavichord,,,,5,"treble,bass","treble,bass",C4,,,,,
keyboard.clavichord.synth,,,,5,"treble,bass","treble,bass",C4,,,,,
keyboard.concertina,,,,5,"treble,bass","treble,bass",C4,,,,,
keyboard.fortepiano,,,,5,"treble,bass","treble,bass",C4,,,,,
keyboard.harmonium,,,,5,"treble,bass","treble,bass",C4,,,,,
keyboard.harpsichord,7,,,5,"treble,bass","treble,bass",C4,,,Harpsichord,,
keyboard.ondes-martenot,,,,5,"treble,bass","treble,bass",C4,,,,,
keyboard.organ,,,,5,"treble,bass","treble,treble,bass",C4,,,,,
keyboard.organ.drawbar,17,,,5,"treble,bass","treble,treble,bass",C4,,,Drawbar Organ,,
keyboard.organ.percussive,"18,19",,,5,"treble,bass","treble,treble,bass",C4,,,Percussive Organ,,
keyboard.organ.pipe,20,,,5,"treble,bass","treble,treble,bass",C4,,,Organ,,
keyboard.organ.reed,21,,,5,"treble,bass","treble,treble,bass",C4,,,Reed Organ,,
keyboard.organ.rotary,,,,5,"treble,bass","treble,treble,bass",C4,,,,,
keyboard.piano,,,,5,"treble,bass","treble,bass",C4,A0-C8,,,,
keyboard.piano.electric,"3,5,6,8",,,5,"treble,bass","treble,bass",C4,A0-C8,,Electric Grand Piano,,
keyboard.piano.grand,"1,2",,0,5,"treble,bass","treble,bass",C4,A0-C8,,Acoustic Grand Piano,,Piano
keyboard.piano.honky-tonk,4,,,5,"treble,bass","treble,bass",C4,A0-C8,,Honky-tonk Piano,,
keyboard.piano.prepared,,,,5,"treble,bass","treble,bass",C4,A0-C8,,,,
keyboard.piano.toy,,,,5,"treble,bass","treble,bass",C4,,,,,
keyboard.piano.upright,,,,5,"treble,bass","treble,bass",C4,A0-C8,,,,
keyboard.virginal,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.atmosphere,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.brightness,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.crystal,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.echoes,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.goblins,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.rain,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.sci-fi,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.effects.soundtrack,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.group,86,,,5,"treble,bass","treble,bass",C4,,,,,
synth.group.fifths,87,,,5,"treble,bass","treble,bass",C4,,,,,
synth.group.orchestra,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad.bowed,"93,89",,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad.choir,92,,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad.halo,95,,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad.metallic,94,,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad.polysynth,91,,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad.sweep,96,,,5,"treble,bass","treble,bass",C4,,,,,
synth.pad.warm,90,,,5,"treble,bass","treble,bass",C4,,,,,
synth.theremin,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.tone.sawtooth,82,,,5,"treble,bass","treble,bass",C4,,,,,
synth.tone.sine,,,,5,"treble,bass","treble,bass",C4,,,,,
synth.tone.square,81,,,5,"treble,bass","treble,bass",C4,,,,,
pluck.harp,47,,11,5.1,"treble,bass","treble,bass",C4,C2-C6,,Harp,,
pluck.archlute,,,,5.2,treble,treble,C4,,,,,
pluck.autoharp,,,,5.2,treble,treble,C4,,,,,
pluck.baglama,,,,5.2,treble,treble,C4,,,,,
pluck.bajo,,,,5.2,treble,treble,C4,,,,,
pluck.balalaika,,,,5.2,treble,treble,C4,,,,,
pluck.balalaika.alto,,,,5.2,treble,treble,C4,,,,,
pluck.balalaika.bass,,,,5.2,treble,treble,C4,,,,,
pluck.balalaika.contrabass,,,,5.2,treble,treble,C4,,,,,
pluck.balalaika.piccolo,,,,5.2,treble,treble,C4,,,,,
pluck.balalaika.prima,,,,5.2,treble,treble,C4,,,,,
pluck.balalaika.secunda,,,,5.2,treble,treble,C4,,,,,
pluck.bandola,,,,5.2,treble,treble,C4,,,,,
pluck.bandura,,,,5.2,treble,treble,C4,,,,,
pluck.bandurria,,,,5.2,treble,treble,C4,,,,,
pluck.banjo,106,,,5.2,treble,treble,C4,,,,,
pluck.banjo.tenor,,,,5.2,treble,treble,C4,,,,,
pluck.banjolele,,,,5.2,treble,treble,C4,,,,,
pluck.barbat,,,,5.2,treble,treble,C4,,,,,
pluck.bass,"37,38",,,5.2,bass,bass,C4,,,Bass,,
pluck.bass.acoustic,33,,,5.2,bass,bass,C4,,,Acoustic Bass,,
pluck.bass.bolon,,,,5.2,bass,bass,C4,,,,,
pluck.bass.electric,"34,35,37,38",,,5.2,bass,bass,C4,,,Electric Bass,,
pluck.bass.fretless,36,,,5.2,bass,bass,C4,,,Fretless Bass,,
pluck.bass.guitarron,,,,5.2,bass,bass,C4,,,,,
pluck.bass.synth,"39,40",,,5.2,bass,bass,C4,,,Synth Bass,,
pluck.bass.synth.lead,88,,,5.2,bass,bass,C4,,,,,
pluck.bass.washtub,,,,5.2,bass,bass,C4,,,,,
pluck.bass.whamola,,,,5.2,bass,bass,C4,,,,,
pluck.begena,,,,5.2,treble,treble,C4,,,,,
pluck.biwa,,,,5.2,treble,treble,C4,,,,,
pluck.bordonua,,,,5.2,treble,treble,C4,,,,,
pluck.bouzouki,,,,5.2,treble,treble,C4,,,,,
pluck.bouzouki.irish,,,,5.2,treble,treble,C4,,,,,
pluck.celtic-harp,,,,5.2,treble,treble,C4,,,,,
pluck.charango,,,,5.2,treble,treble,C4,,,,,
pluck.chitarra-battente,,,,5.2,treble,treble,C4,,,,,
pluck.cithara,,,,5.2,treble,treble,C4,,,,,
pluck.cittern,,,,5.2,treble,treble,C4,,,,,
pluck.cuatro,,,,5.2,treble,treble,C4,,,,,
pluck.dan-bau,,,,5.2,treble,treble,C4,,,,,
pluck.dan-nguyet,,,,5.2,treble,treble,C4,,,,,
pluck.dan-tranh,,,,5.2,treble,treble,C4,,,,,
pluck.dan-ty-ba,,,,5.2,treble,treble,C4,,,,,
pluck.diddley-bow,,,,5.2,treble,treble,C4,,,,,
pluck.domra,,,,5.2,treble,treble,C4,,,,,
pluck.domu,,,,5.2,treble,treble,C4,,,,,
pluck.dulcimer,16,,,5.2,treble,treble,C4,,,Dulcimer,,
pluck.dutar,,,,5.2,treble,treble,C4,,,,,
pluck.duxianqin,,,,5.2,treble,treble,C4,,,,,
pluck.ektara,,,,5.2,treble,treble,C4,,,,,
pluck.geomungo,,,,5.2,treble,treble,C4,,,,,
pluck.gottuvadhyam,,,,5.2,treble,treble,C4,,,,,
pluck.guitar,,,,5.2,treble,treble,C3,,,,,
pluck.guitar.acoustic,25,,,5.2,treble,treble,C3,,,Acoustic Guitar,,
pluck.guitar.electric,"27,28,29,30,31,32",,,5.2,treble,treble,C3,,,Electric Guitar,,
pluck.guitar.nylon-string,,,,5.2,treble,treble,C3,,,,,
pluck.guitar.pedal-steel,,,,5.2,treble,treble,C3,,,,,
pluck.guitar.portuguese,,,,5.2,treble,treble,C3,,,,,
pluck.guitar.requinto,,,,5.2,treble,treble,C3,,,,,
pluck.guitar.resonator,,,,5.2,treble,treble,C3,,,,,
pluck.guitar.steel-string,26,,,5.2,treble,treble,C3,,,Steel-String Guitar,,
pluck.guitjo,,,,5.2,treble,treble,C4,,,,,
pluck.guitjo.double-neck,,,,5.2,treble,treble,C4,,,,,
pluck.guqin,,,,5.2,treble,treble,C4,,,,,
pluck.guzheng,,,,5.2,treble,treble,C4,,,,,
pluck.guzheng.choazhou,,,,5.2,treble,treble,C4,,,,,
pluck.harp-guitar,,,,5.2,treble,treble,C4,,,,,
pluck.huapanguera,,,,5.2,treble,treble,C4,,,,,
pluck.jarana-huasteca,,,,5.2,treble,treble,C4,,,,,
pluck.jarana-jarocha,,,,5.2,treble,treble,C4,,,,,
pluck.jarana-jarocha.mosquito,,,,5.2,treble,treble,C4,,,,,
pluck.jarana-jarocha.primera,,,,5.2,treble,treble,C4,,,,,
pluck.jarana-jarocha.segunda,,,,5.2,treble,treble,C4,,,,,
pluck.jarana-jarocha.tercera,,,,5.2,treble,treble,C4,,,,,
pluck.kabosy,,,,5.2,treble,treble,C4,,,,,
pluck.kantele,,,,5.2,treble,treble,C4,,,,,
pluck.kanun,,,,5.2,treble,treble,C4,,,,,
pluck.kayagum,,,,5.2,treble,treble,C4,,,,,
pluck.kobza,,,,5.2,treble,treble,C4,,,,,
pluck.komuz,,,,5.2,treble,treble,C4,,,,,
pluck.kora,,,,5.2,treble,treble,C4,,,,,
pluck.koto,108,,,5.2,treble,treble,C4,,,,,
pluck.kutiyapi,,,,5.2,treble,treble,C4,,,,,
pluck.langeleik,,,,5.2,treble,treble,C4,,,,,
pluck.laud,,,,5.2,treble,treble,C4,,,,,
pluck.lute,,,,5.2,treble,treble,C4,,,,,
pluck.lyre,,,,5.2,treble,treble,C4,,,,,
pluck.mandobass,,,,5.2,treble,treble,C4,,,,,
pluck.mandocello,,,,5.2,treble,treble,C4,,,,,
pluck.mandola,,,,5.2,treble,treble,C4,,,,,
pluck.mandolin,,,,5.2,treble,treble,C4,,,,,
pluck.mandolin.octave,,,,5.2,treble,treble,C4,,,,,
pluck.mandora,,,,5.2,treble,treble,C4,,,,,
pluck.mandore,,,,5.2,treble,treble,C4,,,,,
pluck.marovany,,,,5.2,treble,treble,C4,,,,,
pluck.musical-bow,,,,5.2,treble,treble,C4,,,,,
pluck.ngoni,,,,5.2,treble,treble,C4,,,,,
pluck.oud,,,,5.2,treble,treble,C4,,,,,
pluck.pipa,,,,5.2,treble,treble,C4,,,,,
pluck.psaltery,,,,5.2,treble,treble,C4,,,,,
pluck.ruan,,,,5.2,treble,treble,C4,,,,,
pluck.sallaneh,,,,5.2,treble,treble,C4,,,,,
pluck.sanshin,,,,5.2,treble,treble,C4,,,,,
pluck.santoor,,,,5.2,treble,treble,C4,,,,,
pluck.sanxian,,,,5.2,treble,treble,C4,,,,,
pluck.sarod,,,,5.2,treble,treble,C4,,,,,
pluck.saung,,,,5.2,treble,treble,C4,,,,,
pluck.saz,,,,5.2,treble,treble,C4,,,,,
pluck.se,,,,5.2,treble,treble,C4,,,,,
pluck.setar,,,,5.2,treble,treble,C4,,,,,
pluck.shamisen,107,,,5.2,treble,treble,C4,,,,,
pluck.sitar,105,,,5.2,treble,treble,C4,,,,,
pluck.synth,,,,5.2,treble,treble,C4,,,,,
pluck.synth.charang,85,,,5.2,treble,treble,C4,,,,,
pluck.synth.chiff,84,,,5.2,treble,treble,C4,,,,,
pluck.synth.stick,,,,5.2,treble,treble,C4,,,,,
pluck.tambura,,,,5.2,treble,treble,C4,,,,,
pluck.tambura.bulgarian,,,,5.2,treble,treble,C4,,,,,
pluck.tambura.female,,,,5.2,treble,treble,C4,,,,,
pluck.tambura.male,,,,5.2,treble,treble,C4,,,,,
pluck.tar,,,,5.2,treble,treble,C4,,,,,
pluck.theorbo,,,,5.2,treble,treble,C4,,,,,
pluck.timple,,,,5.2,treble,treble,C4,,,,,
pluck.tiple,,,,5.2,treble,treble,C4,,,,,
pluck.tres,,,,5.2,treble,treble,C4,,,,,
pluck.ukulele,,,,5.2,treble,treble,C4,,,,,
pluck.ukulele.tenor,,,,5.2,treble,treble,C4,,,,,
pluck.valiha,,,,5.2,treble,treble,C4,,,,,
pluck.veena,,,,5.2,treble,treble,C4,,,,,
pluck.veena.mohan,,,,5.2,treble,treble,C4,,,,,
pluck.veena.rudra,,,,5.2,treble,treble,C4,,,,,
pluck.veena.vichitra,,,,5.2,treble,treble,C4,,,,,
pluck.vihuela,,,,5.2,treble,treble,C4,,,,,
pluck.vihuela.mexican,,,,5.2,treble,treble,C4,,,,,
pluck.xalam,,,,5.2,treble,treble,C4,,,,,
pluck.yueqin,,,,5.2,treble,treble,C4,,,,,
pluck.zither,,,,5.2,treble,treble,C4,,,,,
pluck.zither.overtone,,,,5.2,treble,treble,C4,,,,,
voice.aa,53,,,6,treble,treble,C4,,,,,
voice.alto,,,,6,treble,treble,C4,,,,,
voice.aw,,,,6,treble,treble,C4,,,,,
voice.baritone,,,,6,bass,bass,C4,,,,,
voice.bass,,,,6,bass,bass,C4,,,,,
voice.child,,,,6,treble,treble,C4,,,,,
voice.countertenor,,,,6,treble,treble,C4,,,,,
voice.doo,,,,6,treble,treble,C4,,,,,
voice.ee,,,,6,treble,treble,C4,,,,,
voice.female,,,,6,treble,treble,C4,,,,,
voice.kazoo,,,,6,treble,treble,C4,,,,,
voice.male,,,,6,treble,treble,C4,,,,,
voice.mezzo-soprano,,,,6,treble,treble,C4,,,,,
voice.mm,,,,6,treble,treble,C4,,,,,
voice.oo,54,,,6,treble,treble,C4,,,,,
voice.percussion,,,,6,treble,treble,C4,,,,,
voice.percussion.beatbox,,,,6,treble,treble,C4,,,,,
voice.soprano,,,,6,treble,treble,C4,,,,,
voice.synth,55,,,6,treble,treble,C4,,,,,
voice.talk-box,,,,6,treble,treble,C4,,,,,
voice.tenor,,,,6,treble,treble,C4,,,,,
voice.vocals,,,,6,treble,treble,C4,,,,,
strings.ajaeng,,,,7,treble,treble,C4,,,,,
strings.arpeggione,,,,7,treble,treble,C4,,,,,
strings.baryton,,,,7,treble,treble,C4,,,,,
strings.cello.piccolo,,,,7,"treble,tenor,bass",bass,C4,,,,,
strings.crwth,,,,7,treble,treble,C4,,,,,
strings.dan-gao,,,,7,treble,treble,C4,,,,,
strings.dihu,,,,7,treble,treble,C4,,,,,
strings.erhu,,,,7,treble,treble,C4,,,,,
strings.erxian,,,,7,treble,treble,C4,,,,,
strings.esraj,,,,7,treble,treble,C4,,,,,
strings.fiddle,111,,,7,treble,treble,C4,,,,,
strings.fiddle.hardanger,,,,7,treble,treble,C4,,,,,
strings.gadulka,,,,7,treble,treble,C4,,,,,
strings.gaohu,,,,7,treble,treble,C4,,,,,
strings.gehu,,,,7,treble,treble,C4,,,,,
strings.group,"49,50,45,46",,,7,treble,treble,C4,,,,,
strings.group.synth,"51,52",,,7,treble,treble,C4,,,,,
strings.haegeum,,,,7,treble,treble,C4,,,,,
strings.hurdy-gurdy,,,,7,treble,treble,C4,,,,,
strings.igil,,,,7,treble,treble,C4,,,,,
strings.kamancha,,,,7,treble,treble,C4,,,,,
strings.kokyu,,,,7,treble,treble,C4,,,,,
strings.laruan,,,,7,treble,treble,C4,,,,,
strings.leiqin,,,,7,treble,treble,C4,,,,,
strings.lirone,,,,7,treble,treble,C4,,,,,
strings.lyra.byzantine,,,,7,treble,treble,C4,,,,,
strings.lyra.cretan,,,,7,treble,treble,C4,,,,,
strings.morin-khuur,,,,7,treble,treble,C4,,,,,
strings.nyckelharpa,,,,7,treble,treble,C4,,,,,
strings.octobass,,,,7,treble,treble,C4,,,,,
strings.rebab,,,,7,treble,treble,C4,,,,,
strings.rebec,,,,7,treble,treble,C4,,,,,
strings.sarangi,,,,7,treble,treble,C4,,,,,
strings.stroh-violin,,,,7,treble,treble,C4,,,,,
strings.tromba-marina,,,,7,treble,treble,C4,,,,,
strings.vielle,,,,7,treble,treble,C4,,,,,
strings.viol,,,,7,treble,treble,C4,,,,,
strings.viol.alto,,,,7,treble,treble,C4,,,,,
strings.viol.bass,,,,7,treble,treble,C4,,,,,
